But how to point out others' mistakes in an appropriate way can be still a controversial topic.	S_T0
Some people will interrupt and correct the errors right away without thinking because they believe that they may forget what the errors are with time goes by, while others may choose to keep slient.	S_T1
As for me, I do reckon that we should wait until the meeting is over and then talk to the meeting leader.	S_T0
On the one hand,  interrupting others who are speaking is not polite.	S_M1
On the other hand, keeping slient will show that you do not care about what the meeting is going on.	B_S0
Both, in other words, will make a bad impression to others who attend to the meeting.	I_S0
For example, as far as I remember, I once took part in a math modeling contest in a group last year.	I_S0
We had a discussion about solving math problems during that time.	I_S0
In that discussion in which every group member should come up with their our plan, I was interrupted by one of my classmate due to a slip of tongue.	I_S0
Because of that, I ad a bad impression of him altough I did not show my unsatisfaction.	I_S0
Meanwhile, an other group member who did not say anything about others' idea rendered that group leader annoyed as a result of his indifferent attitude.	E_S0
Secondly, pointing out the mistakes after the meeting can assist speaker to improve himself better because you have more time to explain your reasons why he or she is wrong and analysis the problem thoroughly.	S_M1
My brother's experience can be a good example.	B_S0
When he was in primary school, he was the monitor of his class, who should organize the class meeting in every Friday.	I_S0
In one of that regular meeting, he used a very rude words to criticize one of his classmate when his head teacher standed back of the classroon.	I_S0
But his teacher did not interrupt him until the meeting was over.	I_S0
He, then, talked to my brother about how to treat others in a more polite way and why we should do that, which spent nearly an hour.	I_S0
At first, my brother did not realize his errors.	I_S0
But thanks to the teacher's analysis, it really made my brother behavior in a better manner.	E_S0
In a nutshell, due to more time to explain and analysis your reason and not being so impolite and indifferent, I hold the idea that we should wait until the meeting is over and then show your ideas.	S_C2
 
As some children become more and more hardworking, some part of them will get good grades and their parents will give them money for the award of their high grades which is a way of rewarding about their hardworking and encouraging them to do even better at the next time.	S_T1
I don't think it is a good idea.	S_T0
First of all, there can be a lot of ways of rewarding the children such as taking them to a trip or some place they want to  go to or buying some toys or books they like.	S_M1
Giving the shcool-age children is not a proper way of rewarding because most of the children at that age don't have a perception about the money so they will spend it immediately to buy what they like instead of just use a pat of it and save the remains.	B_S0
For example, if a child gets  a good grades at school and their parents reward him some money for his grade.	I_S0
Since he is just a little boy and he just wants to use the money to but the things he like.	I_S0
It doesn't matter for him to use money at his age, but it will promote him to develop the idea that once you get some money, you use it instead of allocate and manage his money rationally.	E_S0
In addition, giving children money will make them think that studying and getting high grade is for the money but not for themselves.	S_M1
In this way, they will not study independently and actively because their purpose about the studying is getting money instead of getting to know more knowledge and become a keen leaner.	B_S1
If their parents will no longer give them money, they will be less motivated and lack motivation of studying.	E_S1
Moreover, children don't have a idea about the things  they bought either are good or bad for them, they just buy the things which they think it is interesting and attractive which will lead them to buy something harmful to them like alcohol or cigarette or even drugs, thees things will affect their whole life once they touch them.	S_S2
admittedly, the money does has the function which and stimulate the children to study but this method also has many disadvantages.	S_C2
In conclusion, I don't think that the idea about giving money to the school-age children for rewarding is a good idea.	S_S2
 
Nowadays, it is ture that the economy development is significant in the whole world.	B_I0
A large number of people hold the view that goverment should put more attention and money on developing the economy instead of protecting wild animals and wilderness areas.	I_I0
However, compared to the economic changes, in my personal level, it is more benificial to protect animals and wild areas.	I_I0
Thus I suppor several reasons for my opinion.	E_I0
First, protecting the wild animals is a significant way to improve the knowledge people gain.	S_M1
The population of wild aniamls are declining.	B_S0
Some specially valuable animals , such as, the panda.	I_S0
The population of wild panda are fewer and fewer because of the increases of urban development.	I_S0
People set the officials and farmers .	I_S0
These huge factory took the wild place where the panda lived.	I_S0
The rare animal has to remove into the country.	I_S0
The data from a research shown there are nine thousands of university students knew the animal from picture and book but they nerver see the real panda in person.	I_S0
Goverment should protect the panda in order to expand cicilians' knowledge.	E_S0
Second,protectting wild areas is a insurance to the health of civilians.	S_M1
It is ture that there are many enviormental pollution around the world,such as, the fog and haze that appear in China.	B_S0
Chinese local goverment had produced lots of laws to protect the healthy level of civilians.	I_S0
However, the rapid development of economy and agricuture reduce the clean air and river of wild areas.	I_S0
The research was done by the Beijing university has shown that there are eighty percents of Chinese urban areas, the people live in the urban enviorment are easier to get sick ,such as, get a cold,than the people eho live in the countryside which is close to the nature.	E_S0
Based on the two reasons, expanding the knowledge of civilians and protectting the health pf civilians both shown the meaning of protect wild animals and awild areas are also benefial for our socialty	O
 
In my opinion, I think it is better to do physical exercise.	S_T0
Doing exercise can entirely relax our brains.	S_M1
While doing exercising,we will forget something bad or harmful to our health.	B_S0
Also, after that,we will of course swet.	I_S0
And this is able to help us clean the body inside.	I_S0
So it is good for our health.	I_S0
For example,before big exam,we must be in great pressure,so we need to have a rest.	I_S0
And I believe most of us will choose to run,walk slowly or even swim rather than watch TV or use computer.	E_S0
Moreover,we having worked for a long time,our eyes should be very tired.	S_M1
But watching TV or reading books cannot relax our eyes completely or even does harm to ours.	B_S1
As far as I know, doing sports is much more different,because our eyes are watching the scene instead of the books or TVs。So It is better to take exercise.	E_S1
In summary,it is a better choice to do exercise.	S_C2
 
Currently, a controversial topic has aroused a heated debate-people should pursue ambitious dreams or realistic goals.	S_T1
Opinions vary from individual to individual.	S_T0
Some people hold the view that we should always persist in big target.	S_T1
Nevertheless, I am firmly convinced that it is a better option for us to concentrate on realistic goals.	B_T0
My view can be elaborated as follows.	E_T0
First of all, realistic goals are more likely to be achieved.	S_M2
To be more specific, realistic goals are drawn up by people based on their current situations, as a result of which, plan makers are pretty aware of what measures should be taken to realize the goals.	B_S0
Besides, since people take their own capability into consideration when making those plans, they have relevant knowledge and abilitities to obtain they want.	I_S0
In contrary, ambitious dreams are so distant from current circumstances that we might be at a loss of what we are supposed to do and finally end up with failure.	I_S0
For example, my cousin once wanted to win Nobel Price when he was in junior school.	I_S0
Despite his strong willingness to reach the dream, he lacked professonal knowledge and relevant scientific research experience so that he was totally at a loss about what to do.	I_S0
Later on, he decided to focus on the coming high school entrance examination and prepared for it step by step and finally entered a key school.	E_S0
Secondly, realistic goals are more fittable to the need of our society.	B_C1
To further illustrate my point, our society is developing at an alarming speed due to the progress of science and technology.	E_C1
 
How to be successful in one field?	S_I0
bracing eager of challeng or not to imitate others.	S_T1
Undoubtedly, all of these are highly important characteristics for people to be successful.	B_T0
Therefore, I keep in tune with the fact that successful people always try new things and take risks.	E_T0
It is known to all that lots of successful people want to finish some impossible tasks and challenges; therefore, trying to overcome new things and risks is necessary for them.	S_M1
Musk originally was a famous entrepreneur whose dream is to protect world's enviroment.	B_S0
In order to achieve this goal, he invents sun energetic cars which can operate like normal cars without use of energy.	I_S0
Additional, he invests billions dollors on immigrant plants to Mars which is a plant with familar condition as earth.	I_S0
This project is inspired by his dream to reduce the loard of earth.	I_S0
All of these work he do are unbelievebal tasks for people.	I_S0
Musk can go a long way like this owing to the fact that  he is willing to take risks and try newthings in order to create a better world.	I_S0
Having a glimpse into this society, almost all successful people have passion to do work that others even can not imagin.	I_S0
Therefore, successful people are willing to try new things and take risks.	E_S0
Aside from this, successful people never follow others blindly and they always try to observe, which enable them never fail to find more new opportunities.	S_M1
Chinese famous entreprenear, Ma Yun successfully create a huge internet empire.	B_S0
Nowadays, by using this internet system, people can do everything including eating and shopping in home.	I_S0
This huge success are supposed to contributed by his indepence.	I_S0
When almost all bussiness man invested on housing, Ma Yun claims that internet is the future of world.	I_S0
This way, he followed his heard even people that time totally ignored his new ideal.	I_S0
He never give up and finally this new ideal seted up a enoumous business empire.	I_S0
After that, he never stop peace and he still to try some newthings including machine.	E_S0
To sum up, successful people always try new things because they love challegin	O
 
Children always need some rewards when they get a high grade in school.	B_I0
Faced with such problem, parents often come up with some ideas to meet the children's satisfaction.	I_I0
Some parents offer their children money to encourage them work harder, and other peoplr think it is not a wise idea.	E_I0
As for me, I vote for that giving money is not great and even do harm to children's development.	S_T0
First, children always don't have ability to use this money effectively or in right ways.	S_M0
So if parents let children to manage their money by their own, they can't develop a right consumption mind.	B_S0
For instance, if a couple of parents give their child money for a good performance in school, this child may spend this money so quickly to buy something they don't need at all because they don't know how difficult earning a life is.	I_S0
Maybe they will foster a bad habit that they will never make a budget for their daily lives in the future.	I_S0
We can see that there are many young people who can't save any money at all.	I_S0
They are not awared of that they should save some money to face the emergency that may happen in the future.	E_S0
Second, children may use this money to buy something that can do harm to their growth.	S_M0
Having such a large income, maybe they will buy some books about violence or sexy.	B_S0
They also can buy some video games or some books not related to class and spend a lot of time on it.	I_S0
This will waste much energy of them to study hard.	I_S0
And grades will dro	E_S0
Finally, there are also some better ideas to urge children to work harder for parents.	S_M0
For instance, parents can spend much more time to accompany their children, like chat with them or have trip.	B_S0
This give a chance for parents to know their children better,such as what they are thinking and what they want.	I_S0
Further more, children can perceive the love from their parents and get motivation to study harder, not only for themselves but also for their parents.	I_S0
I do think this is the most needed by children instead of money at present.	I_S0
Many parents don't have enough time to accompany their children, and this way can't be replaced with the money.	E_S0
Put it into a nutshell, we can easily find offering children money for high grade is not a wise idea.	B_C0
It may cause some bad influence on the growth of children.	I_C0
What's more, we also have a better idea to give them rewards.	E_C0
 
Firstly, having many new friends means that it is easier to find solutions.	B_I0
Compared to small groups of people, more people means more helps, and more helps means more possibility to find solutions in studies, works, and daily life.	E_I0
Less unsolved trouble is definitly pleasing for most people.	S_T1
Secondly, being able to make new friends is one kind of social skills, which is important in the workplace.	S_M1
One would get to know new people when he start his working career, and making friends with new co-workers are important	S_S2
I admit that maintaining friendships with a small group of friends is truely difficult to achieve.	S_M1
Some people think highly of maintaining friendships with ten or fewer friends for many years.	B_S0
And they hold the opinion that a group of close friends can be the harbour when people are in troubles, because some private troubles can only be told to few friends who have been getting a long with them for a long time.	I_S0
They also say that sharing problems would make them release stress in daily activities.	I_S0
However those kind of people who maintain friendships to make themselves feel better would border their friends.	E_S0
 
I think offerring school-age children money for each high grade(MARK) they get is a good idea.	B_T1
Here is my opinion.	I_T1
First,I think it the money that parents give means a praise and it can help to develop children's interests of studying which can make them pay more attentiong to their schoolwork.	I_T1
Second,by this,they will knwo money is not easy to earn and studying hard and get good grades is a way to earn money.	I_T1
Last,by getting money,children will sense that making efforts will recieve gains.	E_T1
They will realize that NO PAINS NO GAINS.	S_S2
However,eyery coin has two sides.	S_M2
Offerring school-age children money for each high grade(MARK) they get also has disadvantages.	B_S0
They may misundertand that they study hard just for the praise and the mong from thir parents.	I_S0
Atually they are studying hard for their future life.	I_S0
In addition,they may spend their whole days studying for money no matter it is weekdays or weekends.	I_S0
They will lose the ability of communicating to other people or forget to join social activities All in all,I think the advantages of offerring school-age children money for each high grade(MARK) they get are more than the disadvantages.	I_S0
So I still think parents can offer their school-age children money for each high grade(MARK) they get.	I_S0
But they are supposed to remember to let their children the main pourpose of studying so that they will not misunderstand it and lead to some bad influnces.	I_S0
Parents should try to fing a proper way to encourage children to study hard and get good grades.	E_S0
 
Nowadays, people have more and more options to choose to relax and amuse themselves:some choose to do some reading or watch movies while the other are more willing to do some physical exercise.	S_T0
When asked about which way is better, different people have different answers.	S_T1
As far as I am concerned, the former option is better.	S_T0
Reading a book or watching a movie can always helps me escape from the pressure.	S_T1
First of all, the books or the movies are always available.	S_M1
As the popularization of cell phones and computers, we can search the name of books or movies that we want and then just enjoy them.	B_S0
We can also do it whenever we would like to do so.	I_S0
The technology is so developed that the movies and the books can be shared to everybody as long as you pay a little fee to download.	E_S0
The books and movies don't need to pay extra efferts, you just need to sit down and enjoy the peaceful feeling brought by  them.	S_M1
Compared with doing physical exercise, these options above are far more convinient and safe to all of us.	B_S0
I still remember the first time when I read Japenese novel called 'Yuki kuni', the magnificant valley described in this novel is so peaceful that more than one time, I have dreamed of visiting there someday in the future.	I_S0
The physical exercise never give me such experience like that, on the contrary, the exercise is painful to me for I often get hurt during exercise.	E_S0
Although some people think doing physical exercise is a more healthy way to live on, the books and movies also refresh and relax our minds and keep our mental world safe and sound to defeat any challege in the future.	S_C2
 
Should let children learn to manage their own money when they are little in order to raise their sense of financial responsibilities?	B_I0
This question always confuses parents those day.	E_I0
In my piont of view, however, the youger the children learn to manage their own money, the more financially responsible they will be when they grow up.	S_T0
Many parents  may ask what if children waste their money when they are managing their own money without the supervision of parents?	S_M1
I have to point out that, to self-disciplined children, parents don't have to worry about their management for money at all.	B_S0
Even to those naughty ones, thay may waste some bills at first, as time goes by and the limitation for the quantity of money, they will realize that the only way to get what they want at most they must have a logical plan on their purchasing.	I_S0
And that will help children develop the ability on spending money logically.	E_S0
In addition, we all have experience for saving money of breakfast or studying tools just for getting our fancy stuff.	S_M1
And just recalling back what will you do toward the stuff which you buy it on your saving money?	B_S0
Of course to take it more precious than what your parents gave you.	I_S0
In the same way, let children manage their own money will not only make them clear about what they want and use stuff preciously, but also raise the habitats of saving money.	E_S0
What's more, as the children's dreaming objects may cost too much to buy it from their primitive money, this circumstance will force them to step out of their comfortable zone and think of ways to raise money on their own.	S_C2
The most common way was doing part-time job, and that's what my frien Bob did.	B_S0
Bob was just born in a renowned family, and he used to never take notice ot the value of each dollar.	I_S0
But everything changed when he was forced to do part-time job to cereive more money for buying his favorite airplane model withou support fro his parents.	I_S0
Standing in front of the service table with almost the same motion, accepting the complaints from customers tamely, and so on.	I_S0
All these tough experience suddenly lets him recognize how valuable each dollar is and how hard to receive even one dollar from someone else.	I_S0
Therefore, managment on money for children could let them understand the value of money.	E_S0
 
Nowdays, many parents may confuse about how to let their children know money in a correct way, or some may just avoid their chidren from being acessible to money to eliminate the possible mistakes during the process of teaching their kids about money.	B_T1
However, in my point of view, I think it is very necessary for parents to correctly and appropriately teach their chirden about the advantages and the damages of money,and offering school -age children money as award for high marks is a good start.	E_T1
Firstly,it serves as a great oppotunites to cultivate children's ability to manage their own money in a reasonable way.	S_M0
They know it is not easy to get the money, so they will cherish the power they get to purchase the thins they want.	B_S0
Maybe they would cry and beg for every toys they want before letting themselves take control of the coins, for they don't know the money is very limited.	I_S0
After conducting this methods, children will start to learn to make some simple plans about how to spend their money in the most satisfying way, and stop buying things that they are not so fond of actually.	E_S0
What's more,getting money for only high mark will get chidren aware of how uneasy it is to earn money.	S_M0
Therefore, they may get more understand how much pressure their parents suffer, and feel more appreciated about what parents have done for them.	B_S0
Behind a high mark stands out a lot of hard working, a large number of exercis at the mercy of playing and entertainment.	I_S0
It is just like the process that how our parents support the families by working day after day.	I_S0
When turely experience the process of earning money, children will know their parents better and thinke about do something for their parents in return.	E_S0
Although some parents might hold the opinion that money is atempting, and many people who aquire a lot of money may  take advantage of it to do something bad, it is not the reason for them to prevent their children from getting acess to money.	S_M0
Even if they do so, children will still find other ways to approach money owing to their curiosity.	B_S1
So why not choosing a more correct and controllable way to get children exposed to money?	E_S1
In mordern times, it is unstopptable for children to get access to money in an early age.	B_C1
The best thing that parents can do is to find an appropriate way for their children, and offering mondy for their high marks is a great way!	E_C1
 
With the development of the young children's education, the debate over whether television advertising directed toward young children should be allowed has been raging for quite some times in the contemporary society.	B_T1
After weighing the pros and cons, from my perspective, it is a good choice to show the television advertising to the children.	E_T1
First, television advertising enable young children to broaden their horizon.	S_M2
To be more convincible, each advertising in the different area can enable the innocent children more familiar with this area, then learning more about this new thing.	B_S0
There is no better illustration to prove the idea than the example of my young brother Jack, a 5-year-old boy who is extraordinarily clever boy in his kindergarden.	I_S0
Every weekend we watch some videos in my room, and he never overleap the advertisement, as a result, he knows more famous basketball player according to the NBA-future advertising, and he knows some new movies by the movies advertising, he also know the social condition or some events acoording to the public service advertising.	I_S0
So it not only rich his own experience, but also shape his zealous personality.	I_S0
Obviously, advertising is a great oppotunity for the child to enrich their life experience.	E_S0
Second, television advertising	S_S2
 
Nowadays, the society develops so quickly, so all the success and failure are temporary.	B_I0
It is not strange for any poeple to success and fail in a short time.	I_I0
The attitude towards failure and success is always a heated debated topic in the society.	E_I0
Some people consider success to be the most important and they don't accept other results.	B_T0
However, from my perspective, we will inevitably fail in our lives, so the most important thing is to keep  optimistic rather than success.	E_T0
First of all, to be more optimistic in failure helps people to keep working hard, and gives us the possiblity to reverse the result.	S_M1
Many people look for success all their lives, however, when failure comes instead, they may lose all their hope, and will not be able to continue working hard.	B_S0
However, temporary failure doesn't mean anything.	I_S0
However, when we give up our hope, we will fail permenently.	I_S0
For example, Steve Jobs once got fired by his own company, and lost all his status and fame.	I_S0
But he didn't give up, he formed a new company and successed again.	I_S0
He even become more successful after overcoming the difficulties.	E_S0
Moreover, to be more optimisitic in fiailure helps people to stay calm and keep our mind healthy.	S_M1
The pressure opposed on people nowadays becomes greater and greater.	B_S0
We need to find ways to adjust ourselves in order to beeter adapt the society.	I_S0
Stay optimistic can help us to overcome many difficulties and have a healthy mind.	I_S0
For example, many young peple commit suscide because they don't meet their own expection and they can not bare the great pressure.	I_S0
If they can keep optimistic, there will still be chance for them to success.	E_S0
To sum up, we need to stay optimistic in order	O
 
Nowadays, in the cut-throat society, an increasing number of people want to have a better performance on the workplace.	S_I0
Thus, they have the problem that how to do better in the workplace or how to perform better at school.	B_T0
Many people suggests that people shouldn't do different things, because if they do too much different kinds of things, they do very few things well.	E_T0
I, however, disagree with this idea.	S_T1
First and foremost, from my point of view, when it comes to study.	S_M0
everything actually are linked toghter.	B_S0
Every subjects has potential relation to other kind of subjects.	I_S0
For example, the math and the physics.	I_S0
Some people may think that they are irrelavent.	I_S0
However, form my point of view, they have remarkbly obeivous relation.	I_S0
If you want to calculate the volume of a bottle, there are two ways.	I_S0
The first way is to use differenciation in math and the second way is to use some complex methods to work that out.	I_S0
And those complex methods need strong knowledge base about the math.	I_S0
You may need to know how to use the GDC.	I_S0
Thus, i think every subjects are linked together.	I_S0
The learing of one subject can facilitate the study of another subject.	E_S0
Moreover, if you study many subjects, you won't get bored with study because you can always find alternative things to focuse on.	S_M0
Thus, we can concentrate on the subject we are learing.	B_S0
In conclud, the learing of different subjects can boosts our efficiency.	I_S0
Take me as an example, when i was in high school, i have eight courses to learn, and at that time i surprisingly found that i won't get bored while i'm studying.	I_S0
Because i can easily find ways to refresh my mind and keep productive.	I_S0
Once i learning literature for 1 hour, i found that i was a little bit tired.	I_S0
And i chose to change the subject to math.	I_S0
After i started to do math homework, i found that i wasn't exhausted anymore.	I_S0
I found a new thing to focuse on.	I_S0
As a result, i can keep a high efficiency of study though that day.	I_S0
In a nutshell.	I_S0
Learning different subjects is a way to relax.	I_S0
People can still do things to perfect.	E_S0
Last but not least, it's easier for you to find and meet your interests and do that well if you study different  subjects.	S_M0
Because, the more the courses you take, the more kinds of experience you can have.	B_S0
After you learning many different subjects, it's easy for people to weight the advantages and the drawbacks.	I_S0
Thus, people can find their "true love" in a shorter time.	I_S0
After they find what they realy want to do, they can focuse on that project and maybe become a professor in that area.	E_S0
The life is the sa	S_S2
In conclusion, it's benificial for people to do differend things.	B_C1
No matter how many things they do they can still do things to be perfect instead of do very few things well	E_C1
 
In my opion, watching a movie or reading a book is a better way to relax than doing physical exercise.	B_T1
Nowadays,the daily life is much more busy with the social development.	I_T1
So threre are two reasons for the mordern people to choice watching a movie or reading a book to relax themselfes.	I_T1
First,after a day's work,people are too tired to take any physical exercise.	E_T1
However,they can relax on thier bed at home with watching a movie or reading a book easily.	B_S0
Besides, most of people have the good condition for watching or reding in thier own house instead of doing physical exercise which they have to go to the gym or garden.	I_S0
Second, It can benefit people's work much by watching a movie or reading a book because you can gain some knowlegde during this which will be very usefull for your work even or daily life.	I_S0
Compare to this, doing puysical exercise can only make your body stronger which has nothing good for your work usually.	E_S0
Many people may say that doing exercise can make people  healther which is very important for mordern people while the watching or reading at home makes people unhealth and fat.	S_M2
But i say that is woring.	B_S1
You can see that many peop	E_S1
 
Now, the issue about the internet is highly debatable.	B_I0
Some people think that the internet provides people heaps of valuable information, because people can eassy to use the internet to research the information.	I_I0
other people  think the internet just creat a lot of problems, because the children will use the internet to know many bad information, so the children may have many a problem in the future.	E_I0
In my opinion, I agree with the internet offer lots of benefits to people.	S_T0
Firstly, lots of people need to research many information though the internet, when they do something, so the internet has a lot of benefits for human.	S_M1
For example, when I was 15 years old, my teacher ake me to write a paper about the drug.	B_S0
But at that time, I don't know how to write the paper, so I go to the internet to search how to write.	I_S0
When I write the paper, I also need to  find some references about the paperof drugs, so at that time, I know that the internet could provides a lot of information for us.	I_S0
If we don't have internet, I may not know how to write a paper.	E_S0
Secondly, some people  say that the internet just creat many problems to them, so they think the internet is just creating the problem.	S_M1
However, I think is not true, becuase when we use the internet, we should just control us well, and don't use the internet to gain some bad information.	B_S0
For instance, one of my classmates always use the internet to search some information, but he sometimes searches some information about the violence, so after a few monthes, he becomes very violent and always fright with others.	I_S0
This because he always doesn;t contron him well.	E_S0
All in all, the internet could provides lots of the benefit information.	S_C2
 
As is always the case, how youngsters are making dicisions is so much concerned that it has aroused a wide discussion.	B_T1
People varing in different personalities as well as backgrounds tend to look at the same matter in diversified perspectives.	E_T1
Some maintain the present young-generation is better decision-maker compared to the past, while others believe the past youngsters bear more responsibility and make wiser decisions than today's young people.	S_T0
I reckon that the past young generation are better at making dicisions from the following aspects.	S_T1
On the one hand, the young generation in the past tend to be more responsible and durable for their choices.	S_M1
Resonsibility and persistence always lead to success in life.	B_S0
Not everyone makes the right option but the thing how we learned from our choices is to keep it until it becomes success.	I_S0
No matter today's youngsters or the past young people, they will face to the challenge of making choices in their life.	I_S0
It is unpredictable before they act until they persist it and accomplish it, will they know if the choice is right or not.	I_S0
So many young people nowadays are making decisions without much consideration.	I_S0
When they fail it, they easily and quickly change to another option, because today's society provide them with so many opportunities to fail, and to remake their decisions.	I_S0
They can turn to their relatives for help and restart their study or careers in a very short time.	E_S0
On the other hand, young people in the past mostly were poor and cannot bear the high tuition of education.	S_M1
Thus they had various choices to do others things.	B_S0
In contrast, present youngsters have to adopt the nine-years compulsory education, which means they have no choice but to study during these years, which has become a convention and almost every youngster in China now has to obey this rule until they graduate, when they can choose to do what they like.	I_S0
